MM,AM,BM,CM,MA,AA,BA,CA,MB,AB,BB,CB,MC,AC,BC,CC,DifA,DifB,DifC,DegA,DegB,DegC
0,0,0,0,0,0.3762090595,-4.265108452,2.311936266,9.529302705,0,0,0,-6.192486738,0,4.171299616,0,0.002053273248,0.06367743138,0.075456808,0.03776017842,0.04241295083,0.06903055645
0,0,0,0,0,0,4.549156248,0,7.771806529,0,0,0,0,4.520801974,-7.48914135,0,0.02710402046,0.09141714433,0.007520464899,0.1016708372,0.03941461822,0.1093480199
0,0,0,0,9.53420624,0,1.933577898,0,9.490605286,0,0,0,8.523255807,3.137378705,-7.141532134,0.8703983628,0.05698059183,0.04476558094,0.01250335799,0.1200122605,0.06323576044,0.08156094741
0,0,0,0,5.875019849,0,3.107401927,0,9.459796024,0,0,0,0,6.32295988,-6.679224414,0,0.08086588927,0.07965001055,0.001877123671,0.1324403905,0.04958839012,0.03233559331
0,0,0,0,9.979915591,0,0,0,3.822431242,3.887891854,0,0,0,-3.737407422,1.831880707,0,0.03807622022,0.08388957116,0.005557581888,0.06205923266,0.06455042235,0.04268814959
0,0,0,0,9.128153649,0,0,0,0,3.194996322,0,0,0,-3.79786805,1.979348054,0,0.05725008146,0.008463159268,0.003690920907,0.03640347362,0.05402576675,0.05556006955
0,0,0,0,9.914296909,0,0,0,0,8.966219111,-1.104733386,0,0,-3.191122158,1.662011054,1.133309398,0.03839688931,0.01587430873,0.0005225608855,0.07273041076,0.09335576857,0.0883315878
0,0,0,0,9.927389235,0,0,0,0,9.987543095,-1.13015529,0,-7.878148728,-3.368207463,1.868490963,0.5596222557,0.05737511493,0.0002484722852,0.006155564255,0.06564068373,0.08016263789,0.07171383351
0,0,0,0,9.37797485,0,0,0,0,8.11683466,-0.09363844025,0,-7.325852859,-1.703989813,1.663447779,0,0.0101316008,0.02533631961,0.01568805733,0.06256915195,0.09480942259,0.1238052288
0,0,0,0,8.46555492,0,0,0,0,-9.241511851,2.796106741,2.590104359,3.20717289,3.407180452,0,0.2599596435,0.001779908544,0.008831484677,0.02400245467,0.0592882626,0.1047307302,0.08102647038
0,0,0,0,8.050990496,0,0,0,0,-8.601339376,0,5.124142175,4.844498313,2.688131514,0,0,0.01485376496,0.002381299695,0.01602683787,0.0321269314,0.09277845468,0.08067591797
0,0,0,0,9.979915591,0,0,0,0,4.027007289,0.1517211952,0,0,-3.674254509,1.799868743,0,0.01299525762,0.01053658226,0.00838559229,0.05559829543,0.06871517907,0.1206157492
0,0,0,0,9.853435724,0,0,0,0,2.655743247,0,0,0,-6.476611855,3.596949897,0,0.07012791605,0.07867238734,0.001222197954,0.04124323548,0.05629495478,0.03617400111
0,0,0,0,9.58471781,0,0,0,0,2.655743247,0,0,0,-6.902999979,3.596949897,0,0.09469900341,0.04176232275,0.01900953675,0.03964074315,0.05078871616,0.09308684549
0,0,0,0,8.062526311,0,0,0,0,3.473919402,0,0,0,-9.975435524,3.135949011,0,0.07689342645,0.08612230081,0.002532176559,0.03415080403,0.04433719505,0.07878360511
0,0,0,0,9.78560489,0,0,0,0,9.164921111,-1.104733386,0,0,-3.191122158,1.700246636,1.023719397,0.03185139531,0.08668808792,0.0002711639178,0.07221420748,0.1050006295,0.1071297843
0,0,0,0,9.93454796,0,0,0,0,4.06642469,0,0,0,-4.897599408,1.606198574,1.192974518,0.03259882763,0.03137445758,0.01766359359,0.0565559043,0.04963952294,0.1187049866
0,0,0,0,8.46555492,0,0,0,0,-9.318531974,2.796106741,2.590104359,3.20717289,3.407180452,0,0.2599596435,0.00103373241,0.009340568127,0.03783223446,0.06206272995,0.1047307302,0.08102647038
0,0,0,0,8.050990496,0,0,0,0,-9.022743831,1.209552379,4.663050366,3.932885938,2.688131514,0,0,0.08705313237,0.006022693666,0.09215624264,0.03281455212,0.05789597389,0.09382948109
0,0,0,0,9.49276475,0,0,0,0,-8.754806626,0.9235937094,3.664295881,0,7.521059421,0,0,0.0812725282,0.01363087979,0.05168196446,0.1031500112,0.135345131,0.1138794488
0,0,0,0,9.66926316,0,0,0,0,3.99918235,0,0,0,-4.729850389,2.002182562,1.212209026,0.07846681314,0.003301174229,0.0342541459,0.06320251638,0.0755661445,0.1132684455
0,0,0,0,8.075474971,0,0,0,0,4.133913866,0,0,0,-9.865039899,3.095250054,0,0.02446729824,0.005430578475,0.0082842892,0.03306583212,0.0441565136,0.1362908871
0,0,0,0,9.40381271,0,0,0,-5.74388887,8.669120759,0,0,-3.307593228,-2.098407587,1.663447779,0,0.08564557931,0.01724896348,0.01340454732,0.06289286851,0.08766139778,0.08292628486
0,0,0,0,9.497841204,0,0,0,-6.312473251,4.762431389,0,0,0,-1.992130802,1.301627778,0.7296330619,0.09449336628,0.09156151146,0.002982944173,0.04202985976,0.08455707796,0.1365713108
0,0,0,0,7.87321238,0,0,0,-4.169200565,4.257913852,-0.06852492228,0,0,-9.796702786,3.50201166,0,0.09711259017,0.06616028593,0.006485160117,0.03225778078,0.04549485596,0.08979895136
0,0,0,0,9.653546467,0,0,0,-9.175466,8.792449819,-0.1702593419,0,0,-2.150875651,1.663447779,0,0.09136274807,0.06188776312,0.04196495338,0.05963422329,0.08372684896,0.1084931068
0,0,0,0,9.76830536,0,0,0,0,9.176014207,-1.029634972,0,0,-2.895079233,1.662011054,0.8407629707,0.05831523954,0.09195564515,0.0009120031495,0.06574063261,0.0820434624,0.1161298275
0,0,0,0,8.695245255,0,0,0,0,-9.029834336,1.008215088,3.664295881,0,9.496715794,0,0,0.05988855658,0.0116338678,0.007275027039,0.09760257533,0.1242724383,0.1306817052
0,0,0,0,8.596023885,0,0,0,0,-8.997242624,0,3.664295881,0,9.496715794,0,0,0.03467504214,0.005777877085,0.07756239702,0.09760257533,0.1242724383,0.1191343957
0,0,0,0,9.036675433,0,0,0,0,-9.618792039,0,3.804793155,0,9.713827343,0,0,0.03854368511,0.00660405015,0.09103495155,0.105197807,0.1034947137,0.1093334564
0,0,0,0,9.639138228,0,0,0,-9.357517401,-8.321962101,0,4.043784446,-4.541104067,9.891466445,0,0,0.0749937691,0.04126280939,0.03210931634,0.1003842904,0.100374153,0.1070557256
0,0,0,0,8.593167645,0,0,0,0,-5.868244155,0,2.751162492,0,5.36720892,0,0,0.008563894264,0.006545408006,0.04272869239,0.05012768133,0.1318498367,0.06827860752
0,0,0,0,8.593167645,0,0,0,-3.221560626,-6.299209989,0,2.751162492,0,5.540972492,0,0,0.05718216515,0.01723660347,0.003089862185,0.05351801827,0.0648736908,0.07351302011
0,0,0,0,7.133571217,0,-9.859517253,4.584200903,9.641824033,0,0,0,7.232947539,0,4.01870434,-0.2615115476,0.002726510084,0.01440807994,0.01723632787,0.0896448041,0.06536834847,0.08450212637
0,0,0,0,9.198695098,0,-2.93444087,2.335702054,9.880778084,0,0,0,0,0,2.848666093,0,0.004185334554,0.07672609164,0.02465527786,0.05053505241,0.0343058887,0.06863930049
0,0,0,0,0,0,-4.375956935,2.651489679,9.754073759,0,0,0,-7.324787006,0,4.327535874,0,0.0004698278417,0.04340293088,0.04766155975,0.03923998004,0.04086466815,0.06415083773
0,0,0,0,4.003287016,0,5.685874553,0,8.585940599,0,0,0,0,5.359500353,-9.760427421,0,0.07283837392,0.03018127902,0.003010929657,0.1333064178,0.06891797834,0.08600698102
0,0,0,0,7.216440523,-0.3484415069,4.56125637,0,8.87736772,0,0.09944584636,0,-6.971228299,4.166688598,-9.887321447,2.819811641,0.03909163936,0.04811635763,0.001029808017,0.08315092523,0.08496660123,0.1230416543
0,0,0,0,0,-1.849126707,6.126464957,-9.159771578,0,0,0,3.337363907,9.60147261,0,0,0,0.02834614956,0.005838272112,0.04132690868,0.0668580121,0.06133929576,0.04090505179
0,0,0,0,0,-0.5876676215,6.200169215,-9.732141365,0,0,0,3.337363907,9.60147261,0,0,0,0.01020249839,0.08092469579,0.08247032509,0.0471638231,0.06140077334,0.04151061569
0,0,0,0,4.256630022,-2.59413868,0,8.332857829,4.792381176,4.390880754,0.5402078212,-7.461318863,9.756479928,0,0,0,0.0185630825,0.01653289099,0.0513122877,0.08092593955,0.1312543774,0.05270275835
0,0,0,0,0.3636338726,-0.8236890443,0,7.333476111,1.410865008,4.889597741,0,-7.303119086,8.310828647,0,0,0,0.02581596474,0.0008635413444,0.07015325059,0.1174433513,0.056632165,0.04955150806
0,0,0,0,9.803152214,0,0,0,0,6.635432156,-1.228831263,0,0,-2.577518873,1.529978927,2.07986636,0.06547710301,0.002315194559,0.003822474599,0.04676395009,0.1012653126,0.1344065271
0,0,0,0,7.624490018,0,0,0,0,-8.189984431,0.3744121981,3.251039405,-6.555098027,6.835246413,0,0,0.04161262097,0.004684709122,0.03208385063,0.03997921383,0.1318130424,0.08292913326
0,0,0,0,9.803152214,0,0,0,0,6.635432156,-1.228831263,0,0,-2.488490352,1.529978927,2.684777583,0.01408875965,0.07695623625,0.003253400407,0.04676395009,0.1012653126,0.1344065271
0,0,0,0,7.624490018,0,0,0,0,-8.301827145,0,3.251039405,-6.209099711,6.835246413,0,0,0.09459778741,0.0102460809,0.05794612171,0.04144920693,0.1318130424,0.08292913326
0,0,0,0,0,0,-8.106927377,2.640196687,9.827453741,0,0,0,-8.556758939,0,6.372011927,0,0.053814442,0.03013743701,0.006273718987,0.1078827467,0.05334645683,0.04406208559
0,0,0,0,0,0.4878106099,6.15882199,0,6.699815142,0,0.05394137727,0,0,6.614413667,-8.473785187,-2.242121373,0.03094913893,0.03711928066,0.009199633292,0.1365695069,0.04887121714,0.112623104
0,0,0,0,0,0.3893274849,5.342371376,0,6.990361256,0,0,0,0,4.063710877,-8.430350953,0,0.01249825097,0.06581821865,0.0009938679488,0.1249159786,0.04566113795,0.04403822632
0,0,0,0,0,0.443889006,5.761559833,0,6.699815142,0,0,0,0,5.891393288,-9.083776207,-1.330594724,0.02877815988,0.09783295512,0.01178122283,0.1365695069,0.04520205978,0.07900661631
0,0,0,0,0,0.4878106099,5.503032551,0,6.699815142,0,0,0,0,5.582385614,-8.445743442,-1.367028792,0.01555362024,0.06396799203,0.02389501469,0.1365695069,0.04434500646,0.08711173432
0,0,0,0,0,0.3893274849,5.342371376,0,6.990361256,0,0,0,0,5.218908383,-9.197917375,0,0.04745194437,0.04164465211,0.002774872221,0.1374519108,0.04520205978,0.07670859644
0,0,0,0,0,0.4878106099,5.821713502,0,6.699815142,0,0,0,-0.4503499265,5.822639248,-8.63698256,-1.367028792,0.05653284356,0.05725728348,0.0285319865,0.1365695069,0.04520205978,0.07581741845
0,0,0,0,0,4.165536011,3.087816952,-4.820610978,0,0,0,2.658844571,8.892207297,0,0,0,0.001989105795,0.03691167274,0.009334409942,0.1254274872,0.109904659,0.03294916824
0,0,0,0,0,4.165536011,2.951634781,-4.586386808,0,0,0,2.536626595,8.892207297,0,0,0,0.01281877327,0.0264572567,0.02413304397,0.1297199228,0.1121025932,0.0309572253
0,0,0,0,0,0,0,4.954953912,0,6.288116717,0,-8.055187477,7.733793984,0,0,0,0.08436280602,0.0106421271,0.02728887451,0.1372569623,0.1358704087,0.04057837255
0,0,0,0,0,2.86541999,-9.950999422,2.980344307,8.437998815,0,0,0,8.568684949,0,1.004328267,0,0.007310254279,0.01079386273,0.08553455839,0.108155371,0.0311825595,0.035143086
0,0,0,0,0,4.185078765,-9.998211234,5.724846767,9.784514758,0,0,0,0,0,1.675604839,0,0.004063371864,0.07977843203,0.08885504168,0.07301549177,0.03484768411,0.05575872067
0,0,0,0,0,1.516737707,-5.632256766,8.441672408,9.369029002,0,0,0,0,0,7.027607412,-6.549506552,0.006786740236,0.05399722572,0.05057818547,0.103446065,0.03065145938,0.1384905833
0,0,0,0,0,1.291950812,-5.608832281,8.294267526,9.668138652,0,0,0,0,0,7.027607412,-6.549506552,0.008394248747,0.08050955257,0.06769182721,0.103446065,0.03056082188,0.1384905833
0,0,0,0,0,0,5.148094498,0,8.666632735,0,0,0,0,5.231186138,-6.919952397,0,0.07253924009,0.07809710897,0.01322707841,0.1233502526,0.05570235577,0.1373652021
0,0,0,0,0,0,4.618410988,-8.460238645,0,0,0,3.235775753,9.266452404,0,0,0,0.003028486193,0.08652876259,0.01203988189,0.08219965184,0.06164285888,0.04190852063
0,0,0,0,0,0,0,6.761342212,0,4.49723103,0,-8.369178897,8.467083153,0,0,0,0.003144638129,0.01003692966,0.08601004212,0.1283641305,0.09036279293,0.0604004321
0,0,0,0,0,0,0,6.761342212,0,4.186764158,0.5798962899,-8.369178897,8.467083153,0,0,0,0.02483774116,0.002362791882,0.05577183318,0.1283641305,0.09312599628,0.0604004321
0,0,0,0,0,0,0,6.503821923,0,4.369244628,0,-7.462755439,8.292016101,0,0,0,0.08102820159,0.0004555952089,0.04348414817,0.1283641305,0.08435938777,0.06057654339
0,0,0,0,0,0,-8.307670278,6.143722648,9.46905692,0,0,0,-9.243615642,0,5.066142707,0,0.005253030963,0.08448319571,0.01408380448,0.06270123494,0.04246703442,0.08766678592
0,0,0,0,0,0,6.364769714,0,6.940424564,0,0,0,0,3.06926952,-6.520505267,0.211697134,0.06639989267,0.08446010506,0.007929595091,0.1243355619,0.04376484413,0.04766821076
0,0,0,0,0,-0.5104015961,0,7.423245136,0,4.079559119,0,-5.422896921,8.607936219,0,0,0,0.0100742891,0.005498219969,0.08273886426,0.1303303838,0.06573662501,0.05399210338
0,0,0,0,0,0,-7.673984418,6.011058299,9.46905692,0,0,0,-8.220646029,0,5.021337368,0,0.007614881092,0.01386343526,0.01982210324,0.06358818124,0.04246703442,0.08766678592
0,0,0,0,-7.317854121,0,0,7.84518604,0,4.007986732,0,-7.776394317,8.595198181,0,0,0,0.03256015769,0.003096983902,0.02858769964,0.112651886,0.06968069303,0.05906058223
0,0,0,0,-4.634892943,0,0,7.011129486,0,4.761606899,0,-8.683272659,8.034860001,0,0,0,0.07299537439,0.01368610767,0.006351133401,0.1283641305,0.09477540402,0.04948794698
0,0,0,0,0,0,0,5.897849187,0,3.100081368,0,-4.375758769,8.431208406,0,0,0,0.01637862466,0.003913922772,0.0178323843,0.105833916,0.07259329245,0.04507921847
0,0,0,0,-5.328824812,0,0,5.349295739,0,6.071701908,0,-7.759869398,7.43542376,0,0,0,0.03739301491,0.0002534199244,0.002419163467,0.1380383663,0.04274229904,0.03122799894
0,0,0,0,-7.78412158,0,0,6.473613867,0,5.583063075,0.4311835304,-7.499048615,8.695251366,0,0,0,0.03453107677,0.01381096489,0.04320529492,0.1192081693,0.09077433596,0.04731103884
0,0,0,0,-9.610643382,0,0,6.893806882,0,4.117315262,0,-4.093324169,9.048526048,0,0,0,0.03391107908,0.004145247807,0.0002370103165,0.1266153453,0.04745653593,0.04401405512
0,0,0,0,-7.823377128,3.900760308,-9.692093779,3.163457349,8.593328578,0,0,0,9.699543017,0,0.8566174721,0,0.01107206494,0.06429254156,0.04544112888,0.1197746973,0.03723282468,0.03794489598
0,0,0,0,0,3.163664876,-9.998211234,5.382114275,9.638489696,0,0,0,0.7188325353,0,1.675604839,0,0.004182933799,0.03211474408,0.0690692406,0.1368815786,0.03364401224,0.04761156824
0,0,0,0,0,4.185078765,-9.998211234,5.724846767,9.784514758,0,0,0,0,0,1.675604839,0,0.00533914082,0.08717270771,0.07679254376,0.09451735329,0.03200098702,0.05657263443
0,0,0,0,0,1.516737707,-5.632256766,8.441672408,9.369029002,0,0,0,0,0,7.027607412,-6.549506552,0.006891124478,0.0555970354,0.04397749354,0.103446065,0.03065145938,0.1384905833
0,0,0,0,0,0,-5.324972146,1.611948098,9.586010627,0,0,0,-5.461009912,0,6.568451692,0,0.007543164381,0.06532063496,0.09816760303,0.1272784573,0.06602026673,0.05063634387
0,0,0,0,-9.973259404,0,3.059966587,0,6.446182617,0,0,0,2.49998654,-7.106060298,9.474378353,0.3684159647,0.08563574949,0.06731259628,0.02253554394,0.04020070981,0.07011015434,0.1072923034
0,0,0,0,-9.718518924,0,3.059966587,0,6.446182617,0,0,0,0,-6.486723453,9.653351032,0.3684159647,0.055028529,0.06836907165,0.007173279004,0.0410452786,0.06552177172,0.1118884312
0,0,0,0,-5.786894267,0,0,6.205946515,0,5.744024374,0,-8.700312903,7.245830159,0,0,0,0.0998495632,0.001993185155,0.02986864896,0.1284610795,0.07054603685,0.03513294803
0,0,0,0,0,0,-6.994486474,3.958476077,9.579711184,0,0,0,2.240419549,0,4.01870434,0,0.02173706002,0.09715444965,0.09051658415,0.09638117443,0.06297941837,0.07998361589
0,0,0,0,0,0,-4.415204456,1.432439653,9.542239029,0,0,0,-8.650114469,0,6.874649493,0,0.002032876246,0.05681369513,0.0709490346,0.04824711673,0.05598607684,0.04429666138
0,0,0,0,0,0,-8.216322407,4.697480129,9.909258846,0,0,0,0,0,5.166821146,-0.341825242,0.004349455561,0.05155573308,0.03543869322,0.08104439321,0.06079760127,0.07960943851
0,0,0,0,0,0,-8.216322407,4.697480129,9.909258846,0,0,0,0,0,5.775418849,-0.3465812114,0.002269431844,0.00001932626342,0.05181113382,0.04300080154,0.06079760127,0.07960943851
0,0,0,0,0,0,-2.93444087,2.335702054,9.880778084,0,0,0,-5.803328666,0,2.848666093,0.1624382464,0.0008404412543,0.09535264204,0.04910064762,0.102511199,0.0331488842,0.06863930049
0,0,0,0,0,0,-2.562960649,2.251055343,9.873054196,0,0,0,0,0,2.848666093,-0.05502094049,0.001642130287,0.09043065952,0.09576945791,0.03622919133,0.03472363708,0.0596899469
0,0,0,0,-4.672166206,0,-4.415204456,1.477361218,9.542239029,0,-0.03183090923,0,-6.383508821,0,6.874649493,0,0.0006710068074,0.03229619427,0.02014115415,0.07729279694,0.05431390004,0.04762535202
0,0,0,0,-5.249445171,-1.502479263,4.562299129,0,6.307630818,0,0,0,9.841041375,-4.458424371,4.195517519,0.5303217493,0.09659075964,0.05692439216,0.002409418142,0.03987001749,0.05943515981,0.09069496721
0,0,0,0,-7.835228269,0,4.210529581,0,6.168944389,0,0,0,9.146929641,-3.83142666,4.841129901,0.3684159647,0.01470893569,0.05304905412,0.003028324664,0.06469638526,0.06587812646,0.09604663542
0,0,0,0,-3.443634232,-2.003943503,4.781841278,0,6.130115103,0,0,0,9.841041375,-4.799872061,4.1817344,0.5303217493,0.04047996645,0.03328737543,0.0003983983561,0.05543526152,0.05190716407,0.088980579
0,0,0,0,0,0,4.618410988,-8.787873408,0,0,0,3.337363907,9.291980517,0,0,0,0.01422679262,0.06849578131,0.07323492395,0.07944680904,0.06021614042,0.04190852063
0,0,0,0,-6.335341832,-0.3108096094,0,7.509128843,0,4.472945006,0,-7.027801447,8.808658066,0,0,0,0.08076159801,0.004874330555,0.06299605153,0.1022336874,0.08619690483,0.05024696905
0,0,0,0,-2.94894567,-0.4092054672,0,7.455431475,0,4.209450423,-0.03724339884,-6.473214207,8.607936219,0,0,0,0.04882672861,0.0000697766696,0.09342577865,0.1105575384,0.06281486006,0.05010009365
0,0,0,0,-9.745311814,-1.074623956,-6.411791721,2.585082418,9.827453741,0,0,0,0,0,6.702988594,-0.2489273732,0.02283250868,0.03620848842,0.04220228036,0.1078827467,0.05334645683,0.04406208559
0,0,0,0,3.291075383,0.7626248703,1.30853368,0,9.705984077,0,0,0,0,8.654574186,-9.322612722,0,0.04054858136,0.09536781168,0.01525909062,0.1306706942,0.05208947522,0.1260404212
0,0,0,0,3.802160745,0.7417372027,1.30853368,0,9.543685581,0,0,0,0,5.098913968,-5.333085687,0,0.04618621305,0.01714099781,0.002642652289,0.1263562952,0.05204737446,0.05593894172
0,0,0,0,3.49298847,0.7626248703,1.30853368,0,9.543685581,0,0,0,0,7.956114684,-6.955792303,0,0.03485771093,0.03655441794,0.01613324685,0.1263562952,0.05208947522,0.06830410806
0,0,0,0,1.905492196,0.2380374462,4.984144588,-5.51800916,8.804532266,0,0,0,-4.755497483,0,0.7970898354,0,0.0006130849082,0.007483757404,0.003060661725,0.1007835487,0.03655853946,0.0366902641
0,0,0,0,4.42947205,0,0,0,7.41728287,7.778017518,0.23347739,-5.119970022,-7.6983277,4.73088151,0,-0.2688511446,0.04183051769,0.003710884485,0.03572983714,0.03809595814,0.06794993631,0.03614085951
0,0,0,0,1.069980901,0,4.652451315,-9.723781451,8.636634214,0,0,0,-6.720809612,0,0.7970898354,0,0.006430716643,0.007374409711,0.0175921815,0.08880876753,0.03073116088,0.06278696144
0,0,0,0,0,0,0,3.681506406,0,8.95300155,0,-8.575282008,9.884682614,0,0,0,0.0859904832,0.0005473225067,0.006184737106,0.1309882632,0.06773606936,0.05618136648
0,0,0,0,4.428815246,0,0,0,6.768025036,9.264858549,0.3621586147,-9.413327299,-7.261790746,4.922128069,0,0.08512828685,0.02926615523,0.01361036889,0.004164698605,0.045098357,0.09277227493,0.05927022665
0,0,0,0,4.45013453,0,0,0,7.491754679,9.815314055,0.1490059991,-6.954948753,-9.776892511,5.875263458,0,0,0.01699095247,0.001697628651,0.0004939326862,0.04145327397,0.05790537709,0.04645220093
0,0,0,0,4.42947205,0,0,0,6.246570027,8.401064344,0.23347739,-6.794863812,-8.591239262,4.73088151,0,-0.2688511446,0.04191791068,0.009386831032,0.07720972935,0.04029016453,0.06836134926,0.03851396752
0,0,0,0,0,-2.43330746,7.062191177,0,9.331326117,0,0,0,0,7.676479006,-9.796243969,0,0.03608722807,0.02563055364,0.01363876754,0.09206665119,0.03699588761,0.06272257528
0,0,0,0,0,-1.6695922,7.260189761,0,9.125324748,0,0,0,0,7.303336796,-9.733752183,0,0.05941785691,0.09742156464,0.004381823451,0.0855624037,0.04140597434,0.1032576703
0,0,0,0,0,-2.71336949,6.884424987,0,9.960474927,0,0,0,-3.302850097,7.676526222,-7.611033438,0,0.01999984032,0.03903952651,0.007484729377,0.08262170063,0.03275763377,0.0491321125
0,0,0,0,0,-2.689154232,0,7.812985563,0,3.068583342,0.7697022275,-4.038736487,9.641189924,0,0,0,0.07582604429,0.003933888824,0.02371807064,0.07840865556,0.1146612963,0.03521101124
0,0,0,0,4.434217941,0,0,0,9.156713884,6.666926392,0.3220749121,-9.102431245,-9.855196975,4.694403554,0,0,0.007885609529,0.01822770825,0.03399607392,0.03784169667,0.07946982323,0.04905912046
0,0,0,0,0,0.4649779272,4.959768758,-8.65229073,8.907467182,0,0,0,-5.220096841,0,0.7884916582,0,0.004015531092,0.04643210464,0.01701423961,0.1105764666,0.04427827508,0.0333329836
0,0,0,0,0,0.4649779272,4.777572913,-9.737887588,9.110908045,0,0,0,-5.844022467,0,0.7603885753,0,0.01318918679,0.04116738415,0.0690567912,0.1042212113,0.04890745948,0.03659021189
0,0,0,0,0,0,5.394731835,-8.928882476,8.644168724,0,0,0,-7.567985596,0,0.7970898354,0,0.006454715414,0.04189160415,0.04587239494,0.1007661084,0.03347155092,0.04422405132
0,0,0,0,0,0,0,6.039263412,6.589557943,1.469244268,0.432522276,-7.589788666,8.989767486,0,0,0,0.001591258167,0.002934411935,0.02960305984,0.04979771346,0.08403852589,0.06654496089
0,0,0,0,0,0,0,5.986490969,-1.669923391,3.286452745,-1.282738408,-9.37375929,9.521604735,0,0,0,0.02114622448,0.01457836722,0.03110664466,0.04668742654,0.06530796438,0.06779133949
0,0,0,0,0,-0.1999889034,0,6.914824674,0,1.486707592,0.432522276,-8.20691069,8.838468857,0,0,0,0.06141328767,0.003466287371,0.01038082442,0.03936981457,0.06003932073,0.06276390686
0,0,0,0,0,-2.903141082,0,7.518360076,0,3.068583342,0.7697022275,-4.070763892,9.417025939,0,0,0,0.08611980462,0.01203677576,0.001557705588,0.0726428475,0.1130501741,0.03507153724
0,0,0,0,0,-1.671952505,0,8.322053889,0,4.336434651,0,-9.731096623,9.25805709,0,0,0,0.01716605312,0.004621266621,0.08232215134,0.05478073523,0.09197537055,0.04158378532
0,0,0,0,0,-2.62620182,0,7.750114959,0,3.068583342,0.7697022275,-4.070763892,9.308878637,0,0,0,0.05037306027,0.006290748833,0.008747285607,0.08203887345,0.1146612963,0.03288876893
0,0,0,0,0,-2.015968842,0,8.361484821,-7.825549862,5.082122564,0,-9.355512234,9.330193946,0,0,0,0.06896538498,0.003702690019,0.08987487793,0.0455731917,0.07868665822,0.03407181989
0,0,0,0,-9.970034102,0.6422021191,3.872617178,0,9.070523461,0,0,0,0,5.090324042,-8.115675693,0,0.04752745024,0.0422494613,0.004343723285,0.08928036198,0.05061684562,0.06122141394
0,0,0,0,-9.970034102,0.6422021191,3.920175956,0,9.060481851,0,0,0,0,5.249705131,-7.901752119,0,0.05259782176,0.02625032208,0.007303841666,0.08928036198,0.05061684562,0.1237369147
0,0,0,0,0,0,3.920175956,0,9.070523461,0,0.01122040316,0,0,5.238931578,-8.115675693,0,0.04917894487,0.01518154423,0.01710749742,0.08928036198,0.05061684562,0.05644660733
0,0,0,0,-3.647781209,0.4330836378,3.920175956,0,9.060481851,0,0,0,0,5.204333013,-7.347804217,0,0.05732888842,0.02903952824,0.001572966867,0.1066083823,0.04799855335,0.05034796086
0,0,0,0,0,0,4.006185956,0,9.488422286,0,0,0,0,6.36591834,-8.543221002,0,0.001689603118,0.07379181329,0.004556184691,0.09020940391,0.04984533694,0.0499385949
0,0,0,0,0,0.4576667887,4.126235146,-9.509095918,9.172671679,0,0,0,-6.182528017,0,0.762425319,0,0.007807376244,0.01582226253,0.02640615229,0.07853507309,0.04990714732,0.03667774364
0,0,0,0,-7.816400033,0,7.025561633,-8.559560654,8.465231814,0,0,0,-6.95960976,0,0.7970898354,0,0.002633585381,0.02405222756,0.04175564621,0.08093718523,0.03379098726,0.03507432707
0,0,0,0,0,0.4649779272,4.959768758,-8.65229073,8.907467182,0,0,0,-5.220096841,0,0.7884916582,0,0.004205179144,0.00194946645,0.01729560399,0.1229958826,0.04427827508,0.03259297854
0,0,0,0,-4.357188892,0,6.32836999,-7.55366664,8.854044619,0,0,0,-6.581283764,0,0.7970898354,0,0.009671652183,0.01432354658,0.02217298227,0.09032511866,0.0355428898,0.03571465826
0,0,0,0,-9.394182188,0,6.5608227,-7.782416794,8.465231814,0,0,0,-6.95960976,0,0.7970898354,0,0.002847998638,0.04868782832,0.04259966896,0.09951254127,0.03379098726,0.03507432707
0,0,0,0,-2.265692984,0,5.206399425,-9.442713763,8.816625516,0,0,0,-7.562749437,0,0.7970898354,0,0.01045212125,0.02924543759,0.02369414802,0.1274233919,0.03318454703,0.05584776493
0,0,0,0,-3.720253623,0,0,6.69642251,0,1.514560966,0,-8.456284723,9.261708205,0,0,0,0.01563922608,0.04647233069,0.0659657384,0.03624927444,0.1173253399,0.06532853904
0,0,0,0,0,-1.6695922,7.260189761,0,9.125324748,0,0,0,0,7.303336796,-9.733752183,0,0.01272967994,0.08823946415,0.004088551639,0.0855624037,0.04140597434,0.06744738204
0,0,0,0,-2.484752077,-2.529468879,0,6.901466428,2.841036667,6.894909729,0.6376502957,-7.229023351,9.828499104,0,0,0,0.03825221171,0.001015342099,0.01698234643,0.1339473957,0.05051540633,0.04634416946
0,0,0,0,-4.195076523,-1.491827667,0,8.649480847,0,4.573471556,0,-9.499911821,8.98629601,0,0,0,0.08466330862,0.003530034241,0.0681005081,0.05582499304,0.06424332178,0.03856740572
0,0,0,0,0,-1.714594603,0,9.911180938,0,3.634515498,0,-8.013174275,8.995744683,0,0,0,0.09439507109,0.01131802862,0.03328140942,0.05216450614,0.09192051449,0.03638723448
0,0,0,0,0,-2.816743556,0,6.837762684,-8.762359323,6.115930029,1.049778688,-7.604233418,9.809004245,0,0,0,0.09955283311,0.01422017368,0.04760566203,0.06480368467,0.1177289755,0.03489456555
0,0,0,0,-7.27534391,-1.81839944,0,9.5655639,0,3.6997682,0.4866562843,-7.6760123,9.157979471,0,0,0,0.02899660348,0.00593791128,0.087265357,0.07164501555,0.05327839904,0.04382903826
