"","MM","AM","BM","CM","MA","AA","BA","CA","MB","AB","BB","CB","MC","AC","BC","CC"
"1198",0,0,0,0,9.785968656,0,0,0.07966276855,2.708802494,1.518449098,0,0,0,-8.096560466,6.451825395,1.861257379
"1199",0,0,0,0,9.613989286,0,0,0.07966276855,0,4.047734327,0.15467739,-0.8975546534,0,-9.600922879,6.662789478,0
"1200",0,0,0,0,9.785968656,0,0,0.07966276855,2.708802494,1.518449098,0,0,0,-8.096560466,6.451825395,1.861257379
"1201",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.501216376,0,0,0,-8.452658768,6.451825395,3.79053785
"1202",0,0,0,0,9.785968656,0,0,0.07966276855,0,1.518449098,1.474018274,-0.8975546534,0,-7.808507389,7.3638135,0
"1203",0,0,0,0,9.584110796,0,0,0.01577624833,0,-9.817720732,0.8339649771,4.235211154,-6.435813387,9.87773737,-0.09449067525,0
"1204",0,0,0,0,9.584110796,0,0,0,0,-9.817720732,0,4.235211154,-5.613266258,9.87773737,0,0
"1205",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.501216376,0.5714494,-0.8975546534,0,-8.489659436,4.839002908,3.79053785
"1206",0,0,0,0,9.729028561,0,0,0.07966276855,0,1.563089413,1.649934952,-0.8975546534,0,-8.320605868,7.914832429,0
"1207",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.501216376,0.5714494,-0.8975546534,0,-8.489659436,5.930550827,3.79053785
"1208",0,0,0,0,8.446679713,0,0,2.681972279,-9.994839298,0.3585423468,0.3594405259,5.471572104,1.801626855,-0.3245209611,-8.004414481,8.544808716
"1209",0,0,0,0,9.760019334,0,0,0.07966276855,-8.668320081,1.511579623,1.934158877,-0.8975546534,0,-8.263983794,6.817675821,0.7435052703
"1210",0,0,0,0,9.760019334,0,0,0.07966276855,-9.169922928,1.552764878,1.934158877,-0.8975546534,0,-8.557390481,7.030086698,0
"1211",0,0,0,0,9.63208559,0,0,0.07966276855,-4.332208369,1.7063847,1.649934952,-0.8975546534,6.875611871,-9.073326072,8.640895695,-1.357347079
"1212",0,0,0,0,9.760019334,0,0,0.07966276855,-8.668320081,1.511579623,1.934158877,-0.8975546534,0,-8.263983794,6.511345761,0.7435052703
"1213",0,0,0,0,9.760019334,0,0,0.07966276855,-9.476358979,1.552764878,1.934158877,-0.8975546534,0,-8.557390481,7.030086698,0
"1214",0,0,0,0,9.760019334,0,0,0.07966276855,-8.557886621,1.511579623,1.934158877,-0.8975546534,0,-8.263983794,7.030086698,0
"1215",0,0,0,0,9.760019334,0,0,0.07966276855,-9.161883205,1.705277513,1.869110117,-0.8975546534,-3.232086417,-8.61249319,7.030086698,0
"1216",0,0,0,0,9.63208559,0,0,0.07966276855,-3.5846465,1.563089413,1.649934952,-0.8975546534,0,-9.027281587,8.640895695,0
"1217",0,0,0,0,7.701644507,0,0,2.016184577,-6.465388201,0.05556640507,0,5.361351418,1.673646703,-0.3245209611,-8.000927002,8.530872768
"1218",0,0,0,0,9.810115804,0,0,0.07966276855,0,4.710225818,0,-0.8975546534,0,-8.942587117,6.780336293,0
"1219",0,0,0,0,9.613989286,0,0,0.07966276855,-5.395511301,5.263652656,0,-0.8975546534,0,-9.600922879,7.144209979,0
"1220",0,0,0,0,9.760019334,0,0,0.07966276855,-9.481461874,5.298018044,0,-0.8975546534,0,-8.263983794,6.511345761,0
"1221",0,0,0,0,9.810115804,0,0,0.07966276855,0,5.012905099,0,-0.8975546534,0,-8.942587117,6.780336293,0
"1222",0,0,0,0,9.760019334,0,0,0.07966276855,0,5.263652656,-0.3288971404,-0.8975546534,0,-9.648105533,7.144209979,0
"1223",0,0,0,0,5.415037738,0,0,1.015757441,-6.467688485,0,0,5.361351418,0,-0.3245209611,-7.959843863,8.498024672
"1224",0,0,0,0,8.982296342,0,0,0,5.084503652,3.778074472,0,-0.864280504,0,-2.836774534,1.520321426,1.76228637
"1225",0,0,0,0,5.052697759,0,0,0,-7.400385273,0,0,4.975930477,0,-0.3294343946,-4.875413069,6.561458909
"1226",0,0,0,0,0,0,-6.800908584,6.124698011,0.6378607365,0,4.857499174,-4.102732809,-9.723281464,0,3.9063225,-3.030493903
"1227",0,0,0,0,0,0,-7.820534725,8.614356555,7.809842452,0,7.36689675,-6.307493197,-5.331792829,-0.2950460658,9.564469044,0
"1228",0,0,0,0,0,0,-6.680336173,8.400751191,8.630126145,0,7.378854124,-6.275634895,-5.270335358,-0.4428004188,9.166097196,0
"1229",0,0,0,0,0,0,-6.986960243,8.046819645,7.999224024,0,7.246034949,-6.394462479,-6.035280885,-0.2342891066,9.881187479,0
"1230",0,0,0,0,0,0,-5.514813117,7.516590685,9.180359307,-1.20903685,7.377229165,-5.989255547,-3.48886091,0,8.981385318,-2.456236172
"1231",0,0,0,0,7.820190492,0,-5.584220427,3.255177388,0,0,4.864853409,-4.094708461,-9.13896156,0,3.891453247,-3.025045959
"1232",0,0,0,0,0,0,-9.739264997,8.137336319,0,0,4.855959921,-4.103168044,-9.277530911,0,3.9063225,-3.036616358
"1233",0,0,0,0,6.625378364,0,-4.045785487,3.402608054,-4.489819222,0,0.5407311829,4.467012905,2.192578635,-0.4724631594,-3.663410321,6.215367041
"1234",0,0,0,0,0,0,-5.253794969,4.011554455,-8.034074364,0,0,0.7312184643,0,-0.2301728639,6.459894858,0.6828520269
"1235",0,0,0,0,5.052697759,0,0,0,-7.571923717,0,0,4.975930477,0,-0.3294343946,-4.808269855,6.561458909
"1236",0,0,0,0,0,0,-5.927175589,4.852309545,-7.937782497,0,0,0.7312184643,-8.129994522,0.4028480623,6.20752418,0
"1237",0,0,0,0,0,0,-5.309223577,4.345802871,-7.974656367,0,0,0.7312184643,-2.925659386,0,8.990256759,0
"1238",0,0,0,0,9.245042019,0,-3.487772483,0,0,-7.457734271,2.17303885,3.487309968,0,1.568034624,-3.052331172,1.791358874
"1239",0,0,0,0,9.225721017,0,-1.309121422,0,0,-9.163214229,2.214830126,3.709818181,6.989920407,0,-3.184557385,1.677376419
"1240",0,0,0,0,9.75048624,0,-7.155229906,0,0,-7.358125607,5.516529206,3.547138715,0,1.684358374,-4.875763812,1.472652245
"1241",0,0,0,0,9.75048624,0,-2.531252353,0,0,-6.567941856,5.516529206,3.547138715,0,1.810082106,-4.102666623,1.472652245
"1242",0,0,0,0,9.245042019,0,-2.518341105,0,0,-7.374275409,2.17303885,3.487309968,0,1.568034624,-2.643887923,1.791358874
"1243",0,0,0,0,9.475076248,0,0,0,0,-9.864914243,5.148808913,4.466902357,6.504161976,4.727407091,-2.556442652,0
"1244",0,0,0,0,9.245042019,0,-2.518341105,0,0,-7.122882108,2.17303885,3.487309968,0,1.568034624,-2.1671866,1.784825574
"1245",0,0,0,0,9.996834159,0,-2.965411828,0,0,-6.795237982,5.741149027,3.495290082,-2.915521714,1.257414001,-3.170909716,1.906259935
"1246",0,0,0,0,5.072098607,0,0,0,-7.347462428,0,0,4.955069524,0,-0.2298174378,-4.684550253,6.549616403
"1247",0,0,0,0,8.876146049,0,-2.922154281,0,0,-7.539101665,4.009688112,3.547138715,0,1.568034624,-2.422834955,1.472652245
"1248",0,0,0,0,9.245042019,0,-4.267049591,0,0,-7.457734271,4.98709904,3.248461299,0,1.568034624,-3.052331172,1.791358874
"1249",0,0,0,0,9.75048624,0,-7.429809526,0,0,-6.702827443,5.516529206,3.547138715,0,1.810082106,-8.326426168,1.472652245
"1250",0,0,0,0,5.072098607,0,0,0,-7.347462428,0,0.4001821644,4.955069524,0,-0.2298174378,-4.684550253,6.549616403
"1251",0,0,0,0,4.911402149,0,0,-0.9350860627,-7.721610241,0,0,5.188737586,0,-0.3294343946,-5.237422467,6.561458909
"1252",0,0,0,0,2.35092085,-0.7056338781,1.558724928,0,0,-2.021202418,7.162845357,-5.107778082,-8.939054566,0,6.70948404,-3.774404951
"1253",0,0,0,0,3.377598825,-3.190070939,0,1.610402265,0,-1.999143277,6.885657502,-6.315695862,-9.486475378,0,5.935627459,-3.785758182
"1254",0,0,0,0,1.056585282,-7.312329715,7.935358315,1.788543095,-9.545110333,3.057448068,-2.909292771,0,5.290669437,-2.18746541,1.106216047,2.651684488
"1255",0,0,0,0,2.210565469,-0.7712213316,0.3238649042,0,0,-2.270467239,7.070038121,-5.209342716,-8.811577937,0,6.600425386,-4.060432083
"1256",0,0,0,0,2.204788031,-1.567235132,0,0,0,-2.432319866,6.9593148,-5.363855425,-9.336937015,-0.8340148277,6.825240256,-3.978658864
"1257",0,0,0,0,4.295147839,-8.287694946,5.966484223,-7.797182224,0,3.616224421,-1.73354371,6.520416809,7.66720881,-0.09915366851,0,0
"1258",0,0,0,0,7.302819237,-8.287694946,5.966484223,-7.797182224,0,3.616224421,-1.73354371,6.373449442,7.636408949,-0.09915366851,0,0
"1259",0,0,0,0,2.217115267,-0.7056338781,1.519158882,0,0,-1.993163714,7.121338562,-5.2106636,-9.050327276,0,6.600425386,-3.774404951
"1260",0,0,0,0,4.868864146,-8.548526053,5.966484223,-9.832741225,-6.510598631,3.616224421,-1.73354371,9.289091115,7.636408949,-0.09915366851,0,0
"1261",0,0,0,0,5.535414751,-8.39740126,5.866921645,-7.751451039,-3.281737682,3.616224421,-1.712324001,6.375445073,8.392170872,-0.09915366851,0,0
"1262",0,0,0,0,7.512676509,-0.3673033643,0,0,-6.307896905,0,0,4.756890177,0,-0.2298174378,-4.476860814,6.59369632
"1263",0,0,0,0,2.704449705,-2.145613416,0,1.33465753,0,-1.948191954,6.885657502,-5.866718103,-9.486475378,0.5705836747,5.990717949,-3.785758182
"1264",0,0,0,0,2.46427681,-2.17644722,0,1.926514033,0,-2.246338897,6.829835188,-5.857189022,-9.74791721,0,5.986794807,-3.545629239
"1265",0,0,0,0,0,-6.299327812,-7.833149759,6.127293274,6.501619827,-2.457503736,1.995295938,0.3030929347,9.511004041,0,3.869360598,0.5120986527
"1266",0,0,0,0,0,-7.393111872,-5.679624015,7.156716672,9.780932919,-3.79743621,2.359451398,0,9.620457325,-0.2176588131,5.207080157,0.6317759535
"1267",0,0,0,0,3.254915121,-2.833216125,0,1.561653014,0,-1.999143277,6.914214004,-6.062375607,-8.984355698,0,6.055927093,-3.577957896
"1268",0,0,0,0,6.57674387,-0.09454990123,-4.973316737,3.94351336,-4.639785042,0,0.4414338277,4.477128653,2.192578635,-0.4724631594,-3.467194379,6.215367041
"1269",0,0,0,0,6.665366108,0,-4.982988107,3.462705849,-3.999018439,0,0,4.442847134,2.173208751,-0.4724631594,-3.561699339,6.144799558
"1270",0,0,0,0,5.198684057,0,-7.341953846,0,-7.706306033,0,0,4.975930477,0,-0.3294343946,-4.684550253,6.549616403
"1271",0,0,0,0,9.93267986,0,-6.685487727,0,-9.323676826,-9.842661773,5.243539131,3.579023072,-8.664469717,2.170711027,-5.382492967,2.039653764
"1272",0,0,0,0,7.751555765,-0.3673033643,0,0,-6.307896905,0,0,4.756890177,0,-0.2298174378,-4.476860814,6.59369632
"1273",0,0,0,0,0,0,0.3584304324,7.836728989,0,7.99153167,-0.3818730716,-7.486300666,8.548744418,-8.361211897,0,8.411391481
"1274",0,0,0,0,0,0.04836470759,0.3584304324,7.893933487,0,8.285715566,-0.3151261801,-7.417032035,8.301505951,-8.296058834,0,8.64273827
"1275",0,0,0,0,0,0.7132386797,4.070508205,-3.558375888,0,0,0,2.474680893,9.524599037,0,0.02195870722,0
"1276",0,0,0,0,0,1.860707271,1.146402397,-7.61819139,6.860323328,0,0,2.782937904,9.171862493,-3.149276562,0,0
"1277",0,0,0,0,0,1.994110249,1.158777821,-9.465464764,0,-7.281711361,0,9.170037177,8.688997303,-0.9130928546,0,0
"1278",0,0,0,0,0,4.601730407,1.457458158,-4.551455201,0,-7.036184352,0,9.619245372,9.351209669,-7.662352407,0,-0.1168267686
"1279",0,0,0,0,0,4.110156237,1.457458158,-4.311331165,0,-7.932969106,0,9.196501051,9.351209669,0,0,0
"1280",0,0,0,0,0,3.873942346,1.053992803,-7.734051207,0,-9.364691656,0,9.355541406,8.745419201,-0.5342820049,0,0
"1281",0,0,0,0,0,9.43105806,0,-7.513027148,-9.516652604,0,0.2683654004,0.7977626134,-6.507223372,8.682762631,3.376948703,-3.533037513
"1282",0,0,0,0,0,9.452472577,0,-7.513027148,-9.516652604,0,0.2683654004,0.7977626134,-6.507223372,8.682762631,0,-3.533037513
"1283",0,0,0,0,0,4.778453162,1.439980594,-4.970578724,-2.68211916,-8.119053863,0,7.704739834,9.903135713,-7.697915264,0,0
"1284",0,0,0,0,0,3.957565064,-7.297917772,4.457586712,2.902732291,2.980057523,-6.270089932,-7.450233275,4.809773781,0,-7.844026298,2.251887556
"1285",0,0,0,0,0,0,-6.986960243,8.046819645,7.311646393,0,7.246034949,-6.394462479,-6.338641442,-0.2342891066,9.295995156,0
"1286",0,0,0,0,0,0,-8.682758933,5.353052106,9.171770886,0,0,0,-7.376695584,-0.2001536566,6.766940061,0
"1287",0,0,0,0,0,2.013414504,-4.202061883,3.079457372,9.987262357,-1.2540373,0,0,0,0,2.966747232,0
"1288",0,0,0,0,0,0.3002546052,-7.498717803,6.221176853,0,0,4.857499174,-4.102732809,-9.764771097,-1.122295826,3.9063225,-3.030493903
"1289",0,0,0,0,0,1.122875955,-6.221570516,4.961602916,0,0,4.868081838,-4.083039986,-9.809257591,0,3.891453247,-3.014578344
"1290",0,0,0,0,0,5.410813182,-3.911816944,4.500480499,0,6.843623051,0.6434095687,0,0,4.343772056,-5.453751572,0
"1291",0,0,0,0,0,4.131088181,-6.381751803,1.78290527,-7.367187279,3.8655653,-9.091044836,-4.437556816,3.101946523,0,-2.478131343,1.782969966
"1292",0,0,0,0,0,9.881434036,-3.213005856,-8.495070134,3.524614233,0,0,0,-9.883074979,9.108327824,-4.125476397,0
"1293",0,0,0,0,0,9.809629256,-2.780126348,-6.549029372,3.859677957,1.731211977,0,0,-9.410911096,9.17564551,-1.519496733,-1.660065987
"1294",0,0,0,0,0,9.699697404,-2.786928788,-8.380088584,3.728010007,1.362073771,0,0,-9.194016934,9.133719541,-4.741716735,0
"1295",0,0,0,0,0,9.797501008,-2.820254545,-7.979324248,4.389914939,0,0,0,-9.616604451,9.102444803,-1.60402436,0
"1296",0,0,0,0,0,9.797501008,-2.820254545,-7.979324248,4.389914939,0,0,0,-9.616604451,9.102444803,-1.60402436,0
"1297",0,0,0,0,0,9.863422937,-5.363370904,-8.783225865,4.468820881,0,0.1133930583,0.8185793574,-9.629661842,8.953696486,-2.744998423,-3.934553652
"1298",0,0,0,0,0,9.758523053,-3.213005856,-6.928916334,3.813744729,0,1.732798876,-3.088327055,-9.900284951,9.807971718,-1.11343177,0
"1299",0,0,0,0,0,9.758523053,-3.213005856,-6.905469571,3.633864841,0,1.873155193,-1.214254616,-9.883074979,9.249261957,-1.884028205,0
"1300",0,0,0,0,0,9.758523053,-2.994491942,-6.984014513,4.059120362,0,1.732798876,-3.238869468,-9.900284951,9.739854713,0,0
"1301",0,0,0,0,0,9.745464362,-5.254380077,-7.707848268,4.300873218,0,0,1.066423232,-8.020539423,8.682762631,-3.339533451,-3.944615524
"1302",0,0,0,0,0,9.797501008,-5.175356638,-8.633019438,4.436411221,0,0,0.8185793574,-9.054893978,9.040985452,-2.622251271,-3.934553652
"1303",0,0,0,0,0,9.758523053,-1.537399623,-7.572033888,4.972959642,-5.787459998,4.32041178,0,-9.692404087,9.917847094,-5.358807701,0
"1304",0,0,0,0,0,9.758523053,-1.426802442,-6.963475931,5.279270253,-5.840526807,5.96572442,0,-9.217719622,9.739854713,-5.30621479,-0.6690198527
"1305",0,0,0,0,0,9.758523053,-1.989201738,-6.453521968,4.1459254,-3.143717176,5.96572442,-2.696335478,-9.451610963,9.739854713,0,0
"1306",0,0,0,0,0,9.786384594,-9.663576058,-8.630705123,-7.117614109,0,0.2430533945,0.5151573591,0,3.412942893,6.467127764,-4.650678085
"1307",0,0,0,0,0,9.43105806,-3.097933781,-7.513027148,-9.6025422,0,0.2683654004,0.7977626134,-6.545438124,8.682762631,0,-3.902233979
"1308",0,0,0,0,0,9.786384594,-9.663576058,-8.630705123,-7.117614109,0,0,0.5151573591,0,3.412942893,6.467127764,-4.618814164
"1309",0,0,0,0,0,9.522436612,-4.788576195,-8.469836272,-6.575465215,0,0,0.5151573591,0,3.294032957,8.377045505,-4.387362192
"1310",0,0,0,0,0,9.786384594,-4.83108398,-8.630705123,-5.485524366,0,0,0.5151573591,-2.463877407,8.380516677,2.130111157,-9.267089549
"1311",0,0,0,0,0,9.987410878,-3.518252759,-8.704495657,-9.401603793,0,-0.3132880363,0.854444477,0,4.230279164,8.800781492,-7.073940514
"1312",0,0,0,0,0,0,0.3725374422,8.5186921,6.301877535,7.813783433,0,-9.240600388,6.846976679,-7.701172062,0,8.78285799
"1313",0,0,0,0,0,0,0.3584304324,7.836728989,0,7.99153167,-0.8657606248,-5.416486918,8.548744418,-8.361211897,0,8.411391481
"1314",0,0,0,0,0,0,0.3725374422,8.498557773,0,8.132130789,0,-7.455566472,7.310138239,-7.881684513,0,8.734879341
"1315",0,0,0,0,0,0,0.3584304324,7.728848052,0,7.99153167,-0.3818730716,-7.486300666,8.492292826,-8.361211897,0,8.411391481
"1316",0,0,0,0,0,0,0.3584304324,7.893933487,-4.511552692,8.285715566,-0.3151261801,-6.305292828,8.301505951,-8.296058834,0,8.64273827
"1317",0,0,0,0,0,0,-6.839968657,8.658815632,8.466353083,0,7.393936594,-6.366605823,-7.178121746,-0.4428004188,9.425074006,0
"1318",0,0,0,0,0,0,-7.331499047,7.537108061,9.180597194,0,7.484715128,-6.217236414,-2.489797216,-0.5570057966,9.366538817,0
"1319",0,0,0,0,0,0,-8.748236543,8.137336319,0,0,4.855959921,-4.103168044,-9.277530911,-1.13490159,3.9063225,-3.036616358
"1320",0,0,0,0,0,0,-8.029044964,4.920418743,0,-0.2380873793,4.864853409,-4.103168044,-9.660494284,0,3.9063225,-3.036616358
"1321",0,0,0,0,0,0,-5.58753011,4.61970046,-7.961459599,0,0,0.7312184643,0,0.01397773888,9.125408474,0
"1322",0,0,0,0,0,0,-5.253794969,4.011554455,-8.020083667,0,0,0.7312184643,0,-0.2301728639,6.446856979,0.6828520269
"1323",0,0,0,0,0,0,-5.58753011,4.503421041,-7.961459599,0,0,0.7312184643,0,0,9.974828217,0
"1324",0,0,0,0,0,0,-5.927175589,4.852309545,-7.937782497,0,0,0.7312184643,0,0,7.18765971,0
"1325",0,0,0,0,0,0,-5.253794969,4.011554455,-8.034074364,0,0,0.7312184643,0,-0.2301728639,5.958819529,0.6828520269
"1326",0,0,0,0,0,0,-4.988859585,4.276529663,-7.722562725,0,0,0.7233877894,-4.732460874,0,9.333774476,0
"1327",0,0,0,0,0,-0.1376194975,0.3725374422,8.327381121,7.357711284,7.813783433,0,-8.965447654,6.846976679,-7.701172062,0,8.78285799
"1328",0,0,0,0,0,0,0.3668788809,8.113471736,0,9.437899574,-0.5242069783,-7.760673313,8.276051125,-8.339596062,0,8.615086978
"1329",0,0,0,0,0,-0.2030668693,0.3725374422,8.385012489,0,8.225462218,0,-5.432281203,6.957767818,-7.881684513,0,8.78285799
"1330",0,0,0,0,0,-8.353970084,0.8828476889,5.333313621,-8.573526804,3.299095238,0,-1.480307249,8.025714039,0,-0.3524897867,0.7169729358
"1331",0,0,0,0,0,-0.2030668693,0.3725374422,8.385012489,0,8.225462218,0,-5.073656186,6.957767818,-7.881684513,0,8.78285799
"1332",0,0,0,0,0,-7.384309535,7.935358315,1.81823088,-8.413548443,3.025451995,-2.884476542,0,5.145027632,-2.127988795,0.6246094107,2.43337883
"1333",0,0,0,0,0,-7.965435228,5.629029155,-8.709631522,0.8618083664,2.769837513,-1.410671261,4.918183362,9.726630807,-0.09574666466,0,0
"1334",0,0,0,0,0,-8.457764482,5.826299637,-7.316558865,0,3.616224421,-1.711488649,6.459042816,7.903961361,-0.09915366851,0,0
"1335",0,0,0,0,0,-8.747207357,5.966484223,-8.82253253,-6.163410885,3.510198443,-1.73354371,9.893385567,7.636408949,-0.09915366851,0,0
"1336",0,0,0,0,0,-8.791456797,5.787575457,-6.185161922,-1.881928522,3.568574688,-1.687017325,6.003924736,9.098306058,-0.1107255089,0,0
"1337",0,0,0,0,0,-1.616262911,-5.281833116,3.895199908,7.558009861,-4.497547929,2.045100152,0.341360541,8.804802617,0,3.658215597,0.4898518366
"1338",0,0,0,0,0,-7.393111872,-4.145297395,7.156716672,9.568285497,-3.79743621,2.359451398,0,9.447873983,-0.2176588131,3.903724425,0.6317759535
"1339",0,0,0,0,-5.437504612,0,6.14036902,0,0.4770384832,-8.458226483,9.632054494,-0.8276273317,6.868179,0,-9.660108155,0.5981222487
"1340",0,0,0,0,-5.437504612,0,6.136608383,0,0,-8.443484123,9.664362914,-0.8276273317,8.252043547,0,-8.629401806,0
"1341",0,0,0,0,-9.786279927,0.2163626856,7.389195906,-3.864265867,7.837322601,0.5578500497,2.783837458,-1.291299324,4.331999329,0,5.556218227,-3.064278663
"1342",0,0,0,0,0,0.7132386797,4.070508205,-3.744552377,1.590399058,0.06810742259,0,2.474680893,9.524599037,0,0,0
"1343",0,0,0,0,-7.254353411,2.181181209,1.323057731,-6.355057068,8.354858329,0,0,2.172413054,9.755495125,-2.388750524,0,0
"1344",0,0,0,0,-8.976894496,0.4263168321,7.401983868,-3.889952684,9.160495571,0,2.781721276,-1.266250305,9.711524203,0,5.556218227,-3.064278663
"1345",0,0,0,0,-7.968792919,0.1469811511,7.349019376,-3.864265867,7.622585553,0,2.813158345,-1.291299324,7.133667837,-0.05044162907,5.556218227,-3.062809149
"1346",0,0,0,0,-8.93841659,0.4436629864,7.401983868,-3.889952684,8.987921078,0,2.781721276,-1.266250305,9.353871435,0,5.557713102,-3.064278663
"1347",0,0,0,0,-6.658074096,2.648706672,1.323057731,-7.130953662,9.108437826,0,0,2.166200947,9.85726422,-6.172247723,0,0
"1348",0,0,0,0,-5.931499148,2.977619468,3.069905223,-3.89108275,0,0,0,2.686929972,8.655308548,0,0,0
"1349",0,0,0,0,0,2.448659756,1.158777821,-9.673701279,0,-0.5105790055,0,6.323794912,9.029680656,-5.663959766,0,0
"1350",0,0,0,0,-0.6260249628,8.807746168,1.79717516,-8.901839068,-6.224693501,0,0,0.5151573591,-5.28093503,5.83912713,8.953990158,-5.78813368
"1351",0,0,0,0,-5.490637239,4.239154058,1.457458158,-4.934755864,0,-9.718644761,0,8.522978056,9.903135713,-5.847665164,0,0
"1352",0,0,0,0,0,4.601730407,1.457458158,-4.551455201,0,-7.38407905,0,9.619245372,9.351209669,-4.744999005,0,-0.1168267686
"1353",0,0,0,0,-6.846084173,0,0,6.68683884,4.967679752,-4.639802121,0,0,0,-8.149259622,-3.758262154,9.731304762
"1354",0,0,0,0,-8.219794186,0,0,7.00635823,5.174174112,-5.213560599,0,3.621854591,3.024471175,-9.049381801,-3.976241305,9.701503581
"1355",0,0,0,0,-9.117945812,0,0,0.7647213003,0,-3.618157529,0,4.361165229,-5.148164379,4.71056467,-9.098847942,9.485445198
"1356",0,0,0,0,-5.509275346,0,0,5.672637626,-2.36172599,-8.260129639,0,4.69988848,-1.694193179,-9.930726205,7.270704905,9.754569058
"1357",0,0,0,0,-8.190465884,6.073692088,-9.45128295,3.919834503,9.54757403,0,0,0,4.981396124,0,1.501847052,0
"1358",0,0,0,0,-2.980031132,4.331531595,-9.530340893,5.789891395,1.277956197,2.670297459,-9.28880986,-5.902154895,4.115688889,0,-9.112890987,1.939234049
"1359",0,0,0,0,0,0,-7.436196805,8.46908022,8.140480341,0,7.36689675,-6.307493197,-5.183807574,-0.2934731056,9.564469044,0
"1360",0,0,0,0,-0.2627828687,0.9326700655,-4.773201202,4.652226075,6.246980094,-7.36106265,1.532869946,0,9.546805119,-1.457238103,6.930944339,-7.246475745
"1361",0,0,0,0,0,1.909474061,-4.943194877,2.953321202,9.906231573,-0.2402908528,0,0,0,0.2308873637,2.966747232,0
"1362",0,0,0,0,0,4.063168705,-5.863332813,3.090026417,9.626267743,-1.965617162,0,0,2.707006426,0,2.953849905,0
"1363",0,0,0,0,0,3.381372909,-4.369676662,2.953321202,9.906231573,-2.525780259,0,0,0,0,2.966747232,0
"1364",0,0,0,0,0,2.067162962,-7.417775613,3.180750765,9.636830826,-0.136920709,0,0,0,-0.7263228179,5.446470525,-0.746467239
"1365",0,0,0,0,0,2.067162962,-7.417775613,3.327726271,9.82299834,-0.3351768504,0,0,0,-0.8499840121,5.446470525,-0.746467239
"1366",0,0,0,0,-3.450295992,0.3002546052,-8.49457341,8.22744762,0,0,4.857499174,-4.102732809,-9.764771097,0,3.9063225,-3.030493903
"1367",0,0,0,0,-3.847118879,4.373869284,-9.395113672,5.789891395,0,3.511390279,-9.28880986,-6.738739307,4.115688889,0,-9.112890987,1.860133727
"1368",0,0,0,0,0,0.295223664,-6.027038037,4.393728937,0,0,4.859275183,-4.109725404,-9.712322923,-1.070972184,3.891453247,-3.014578344
"1369",0,0,0,0,0,0,-8.487593246,5.19985908,0,0,4.864853409,-4.103168044,-9.660494284,0,3.9063225,-3.036616358
"1370",0,0,0,0,0,5.410813182,-3.911816944,4.500480499,0,6.843623051,0.6434095687,0,0,4.343772056,-5.453751572,0
"1371",0,0,0,0,0,5.410813182,-3.911816944,4.500480499,0,6.832992728,0.651820371,0,0,4.34909555,-5.533075252,-0.3100371069
"1372",0,0,0,0,-3.953701868,3.577499664,-9.748501339,7.735006036,-7.602361552,4.351212877,-1.840101712,0.3446085913,0,6.37622488,0,-6.897198246
"1373",0,0,0,0,-4.018505811,3.577499664,-9.748501339,7.735006036,-7.981060889,4.379499907,-1.840101712,0.3446085913,0,6.413832496,0,-6.976232557
"1374",0,0,0,0,-3.34149572,3.577499664,-9.293570456,7.456847166,-7.911825105,4.351212877,-1.885108397,0.3446242989,-1.079695499,6.030655595,0,-6.874924905
"1375",0,0,0,0,-3.117238526,3.795970805,-9.426571539,7.304895853,-8.045810361,4.518101025,-1.36990813,0,-0.9527058965,6.030655595,1.201153899,-7.257840363
"1376",0,0,0,0,-3.117238526,3.843428893,-9.426571539,7.456847166,-7.786752083,4.351212877,-1.36990813,0,-0.6832520828,6.030655595,-0.273505902,-6.506720103
"1377",0,0,0,0,-0.369740301,4.11531464,-6.013819982,1.780564498,-6.554436385,3.966737344,-7.825111693,-5.708663351,2.804986985,0,-1.746489508,1.782969966
"1378",0,0,0,0,-2.948530846,3.362660466,-7.823984436,6.830371538,-7.361311913,0,0,6.744535221,-0.9825364852,0.7957169465,-2.035432099,5.549614697
"1379",0,0,0,0,-8.961091729,0.8047897525,-4.08034409,2.760244238,-8.397611778,0,0,0.7312184643,0,-0.2810902373,6.492197381,0.9439990541
"1380",0,0,0,0,-2.634248945,3.424562515,-6.847226142,6.790523164,-5.689896037,0,0,6.971779586,-1.003396638,0.6932361764,-2.455187892,5.654493586
"1381",0,0,0,0,-1.239312437,3.845031155,-9.311553176,7.482124533,-6.720311755,0,0,6.020708825,-0.8862266749,4.373253226,-2.325871752,0
"1382",0,0,0,0,-8.961091729,0.8047897525,-4.08034409,2.760244238,-8.397611778,0,0,0.7312184643,0,-0.2810902373,6.492197381,0.9439990541
"1383",0,0,0,0,-2.634248945,3.424562515,-6.847226142,6.790523164,-5.689896037,0,-0.7822549857,6.971779586,-0.8495042274,1.062570464,-3.003962928,5.654493586
"1384",0,0,0,0,-0.8224622384,9.222665773,-0.3589601451,-6.891964298,9.058306817,5.331818114,-6.131427279,0,-9.667687708,8.114649311,1.797269126,-5.643558648
"1385",0,0,0,0,0,9.758523053,-3.303167199,-6.928916334,3.961610459,0,1.732798876,-3.01490675,-9.900284951,9.807971718,0,0
