"","MM","AM","BM","CM","MA","AA","BA","CA","MB","AB","BB","CB","MC","AC","BC","CC"
"539",0,0,0,0,-8.928768825,0,3.726372758,0,9.95799456,0,0,0,0,4.146442336,-4.092684999,0
"540",0,0,0,0,0,0,-9.764945449,2.807712949,9.458176057,-0.3345626175,0.1721131256,0,0.8952109259,0,3.936488675,0.6938306516
"541",0,0,0,0,9.511790002,0,3.957976062,0.03094310064,6.854779353,0,0,0,0,3.64057629,-8.02110276,0.2721589853
"542",0,0,0,0,5.277896002,0,0.7056898763,0,-6.527794904,0,0,5.297265381,0,-0.3245209611,-6.827155435,7.770181616
"543",0,0,0,0,0,0.7132386797,4.070508205,-3.558375888,0,0.06810742259,0,2.567148958,9.605226805,0,0,0
"544",0,0,0,0,6.592166306,0.9647047339,1.306366241,-5.437187031,6.106641844,0,0.0335068054,2.161438864,9.929751054,-1.307065557,0,0
"545",0,0,0,0,0,0.8631213345,1.306366241,-5.183090891,6.020673571,0,0,2.215946718,9.971924616,0,0,0
"546",0,0,0,0,5.70423299,2.839750915,1.433493027,-5.593776498,0.9505572607,-4.02771974,1.872897953,0,9.624933373,0,0,0
"547",0,0,0,0,0,1.092052608,6.608775566,-7.544159191,0,0.06535491108,0,2.376826949,9.654622434,0,0,0.004486087465
"548",0,0,0,0,0,0.962276901,6.593865734,-6.90509727,0,0.06810742259,0,2.346519276,9.654622434,0,0,0
"549",0,0,0,0,0,0.4966442126,7.419086934,-7.023896035,0,0,0,2.316404665,9.036531511,0,0,0
"550",0,0,0,0,7.546506881,4.348879883,1.678333227,-5.197035533,0,-9.950335991,2.022388343,1.232292914,9.614554901,0,0,0
"551",0,0,0,0,0,2.496134453,8.58276435,-8.838062431,0,-0.1453603264,0,2.564889124,9.176405723,0,0,0
"552",0,0,0,0,6.100590818,3.684434744,1.678333227,-4.874183324,0,-8.600621011,2.022388343,1.232292914,9.549554457,0,0,0
"553",0,0,0,0,5.132829708,3.493519162,1.15957724,-6.774801975,-1.820186034,-2.704855119,0,6.90919406,9.037883508,0,0,0
"554",0,0,0,0,9.871648145,2.034276183,0,-0.5405366423,-7.138914325,0.2703802824,0.3723630589,0,3.563374034,3.646216515,2.126102528,0
"555",0,0,0,0,9.997422698,1.972168046,0,-0.5418997105,-7.595878736,0.2664778327,0.3903561867,0,0,3.793208063,0,0
"556",0,0,0,0,9.955307616,1.914215363,0,-0.5418997105,-7.259461334,0.2664778327,0.3903561867,0,0,3.793208063,0,0
"557",0,0,0,0,9.997422698,1.914215363,0,-0.5418997105,-6.730666645,0.2664778327,0.3903561867,0,0,3.793208063,-1.475386259,0
"558",0,0,0,0,9.997422698,2.034276183,0,-0.5418997105,-7.634661542,0.2703802824,0.3903561867,0,0,3.982837028,0,0
"559",0,0,0,0,8.954119292,1.717315897,0,-0.4274975249,-9.680036169,0.2727934284,0.2483046562,0,-9.452518423,5.446659505,9.492443887,0
"560",0,0,0,0,9.865326898,1.742057215,0,-0.4915989641,-8.713429526,0.2664778327,0.3640151855,0,-6.127110793,4.526717254,0,0
"561",0,0,0,0,9.455883906,1.718890829,0,-0.4274975249,-8.790277818,0.2727934284,0.3609660662,0,-9.647294372,4.927184232,0,0
"562",0,0,0,0,9.830800829,1.718890829,0,-0.4274975249,-8.809548679,0.2727934284,0.3609660662,0,-7.449995305,5.029789429,0,0
"563",0,0,0,0,9.997422698,2.034276183,0,-0.5418997105,-7.842680571,0.2703802824,0.3903561867,0,0,3.967654861,-2.784422147,0
"564",0,0,0,0,9.865326898,1.742057215,0,-0.4915989641,-8.713429526,0.2664778327,0.3640151855,0,-6.127110793,4.478084857,-1.211444585,-0.2008520842
"565",0,0,0,0,8.718947626,1.041578692,-3.361473456,3.24259328,7.988280671,0,6.829261922,-6.348862054,1.998597921,0,7.469673137,-2.506148208
"566",0,0,0,0,0,0,-5.512110844,7.537108061,9.710540256,0,7.377229165,-6.062894838,0,0,9.451659329,-2.83027555
"567",0,0,0,0,7.231947128,0.7254644179,-8.995088365,7.616427147,5.989231739,0,7.564941336,-6.25938574,-2.464658243,0,9.41903051,0
"568",0,0,0,0,3.23217009,0.6488325428,-5.521699216,5.548772636,6.220197566,0,7.438373726,-6.223700856,-3.30442419,0,9.277972745,0
"569",0,0,0,0,0,0.6488325428,-5.521699216,5.429561695,6.220197566,0,7.438373726,-6.223700856,-3.30442419,0,9.19511411,-0.4025533597
"570",0,0,0,0,7.169652759,3.248273424,-6.874117159,2.753068652,9.223367486,0,0,0,0,0,2.750338605,0
"571",0,0,0,0,8.002154489,1.317590424,-5.824385337,7.345021872,9.628120853,0,0,0,0,0.6622910034,5.33293206,-5.107501031
"572",0,0,0,0,0,2.012489334,-5.898333786,3.095752908,9.58483704,0,0,0,0,-0.5374490004,5.183638363,-0.7382857254
"573",0,0,0,0,0,1.39288419,-5.555883818,2.656481986,9.379181368,0,0,0,0,0,2.747307438,0
"574",0,0,0,0,8.021464264,1.317590424,-5.824385337,7.353429275,9.628120853,0,0,0,0,0.6622910034,5.33293206,-5.107501031
"575",0,0,0,0,0,0,-8.230221936,4.856310732,9.145321176,0,0,0,-6.629525723,-0.5915232033,6.416568753,0
"576",0,0,0,0,9.849012797,2.27113978,-5.137763376,2.8240341,9.906231573,0,0,0,-7.372352263,-0.8901024284,5.096157919,-0.7382857254
"577",0,0,0,0,0,0.5727067984,-4.119125778,2.257209294,9.834372149,0,0,0,-9.548140098,0,4.299206894,0
"578",0,0,0,0,1.185423719,0.9368232818,-4.630024751,3.984224265,6.439181374,-7.107726415,1.179750817,0,7.268045455,0,7.918317674,-7.254868873
"579",0,0,0,0,7.092880929,0.7680048082,-5.840617707,8.220260484,9.808575814,-0.008421776395,0,0,-9.778932541,0,7.171316305,-5.461981991
"580",0,0,0,0,9.676480818,1.789977063,-6.066797693,2.187413414,0,0.6369462196,-3.256352441,4.151286402,7.175564135,0,0,0
"581",0,0,0,0,0,0.3002546052,-8.136995242,6.124698011,0,0,4.857499174,-4.102732809,-9.723281464,0,3.9063225,-3.030493903
"582",0,0,0,0,8.753719165,0,0,2.629139917,0,4.414659499,0,-7.770877531,6.963322318,0,0,0
"583",0,0,0,0,8.480044578,1.822784419,-5.516884962,0,-6.832908448,0.6549891293,-2.40716617,3.791732751,6.209745781,0,0,0
"584",0,0,0,0,9.731568977,1.688667639,-5.171973035,0,-7.887327165,0.6930953521,-3.083754684,4.925208676,7.333317013,0,0,-0.1251872268
"585",0,0,0,0,9.835645435,9.63613229,-5.326742598,0,9.158339883,8.288141246,0.5523033344,0,0,-3.922501214,2.827834225,0
"586",0,0,0,0,9.88992534,9.614167385,-4.994767582,0,9.63759073,7.730594872,0.5523033344,0,0,-2.909966184,3.374846518,0
"587",0,0,0,0,9.857837132,9.63613229,-5.326742598,0,9.158339883,7.446520752,0.5523033344,0,0,-9.549896986,4.033993069,0
"588",0,0,0,0,9.881195704,9.474814253,-5.244112835,0,9.776707281,7.582137542,0.5523033344,0,0,-3.673743256,3.374846518,0
"589",0,0,0,0,9.970163101,9.917691589,-5.361904296,0,9.922085648,8.252316851,0.5523033344,0,0,-9.895636829,4.269710107,0
"590",0,0,0,0,9.881797587,9.587975811,-5.29650414,0,9.158339883,7.582137542,0.5523033344,0,0,-2.936040983,3.374846518,0
"591",0,0,0,0,9.883852048,9.738999902,-5.358021472,0,9.422387818,8.51583759,0.5523033344,0,0,-4.386114429,5.408772745,0
"592",0,0,0,0,9.627178566,9.1070644,-5.996832496,0,6.979923496,7.545991658,0,0,0.4525490908,-4.624862581,4.456471806,0.4757233402
"593",0,0,0,0,9.970163101,9.430606634,-5.207004725,0,9.576118946,7.799033296,0,0,0,-5.300934305,4.139053903,0.4448796324
"594",0,0,0,0,9.970163101,9.254174692,-5.207004725,0,8.176818462,7.989425219,0,0,0,-7.993620555,4.139053903,0.4448796324
"595",0,0,0,0,9.743105177,1.789977063,-5.949534349,0,-6.793833569,0.6369462196,-3.249231975,4.151286402,7.399265814,0,0,0
"596",0,0,0,0,9.224957015,1.688667639,-6.235386915,0,-9.511373324,0.6369462196,-3.083754684,4.214948432,7.333317013,0,0,-0.1267002991
"597",0,0,0,0,8.348235172,1.822784419,-5.232401859,0,-7.999640166,0.6763840575,-2.668095592,3.893646999,6.209745781,0,0,0
"598",0,0,0,0,9.564956994,1.688667639,-6.235386915,0,-8.618506617,0.6369462196,-3.372359599,4.214948432,7.476895606,0,0,-0.1267002991
"599",0,0,0,0,7.876655817,1.836488479,-5.096506217,-0.0217978038,-9.999515784,0.6494538923,-2.175117391,4.050019912,6.493244239,0,0,0
"600",0,0,0,0,9.564956994,1.688667639,-6.235386915,0,-9.511373324,0.6369462196,-3.277765183,4.214948432,7.476895606,0,0,-0.1267002991
"601",0,0,0,0,4.81961934,0,5.465084345,0.01348534764,8.70090919,0,0,0,0.5466755869,2.928026658,-7.98848995,0.8472180748
"602",0,0,0,0,8.579969842,0,3.887963002,0,7.338606886,0,0,0,0,3.505899998,-8.299181618,0
"603",0,0,0,0,4.816875444,0,5.465084345,0,8.60007526,0,0,0,0,2.928026658,-8.645048813,0.8472180748
"604",0,0,0,0,9.274910549,0,3.957976062,0,6.854779353,0,0,0,0,3.64057629,-8.402491778,0
"605",0,0,0,0,8.385072745,0,4.168196807,0,6.854779353,0,0,0,0,3.64057629,-8.02110276,0.2721589853
"606",0,0,0,0,9.511790002,0,3.957976062,0,6.854779353,0,0,0,0,3.64057629,-7.683245985,0
"607",0,0,0,0,9.569033105,0,1.933577898,0,9.490605286,0,-0.062653053,0,8.591434865,3.137378705,-7.141532134,0.8703983628
"608",0,0,0,0,9.517816963,0,0,0,8.555618478,6.750336889,-1.186215996,0,-5.522348542,-2.816893622,1.622870685,1.394905534
"609",0,0,0,0,5.18364256,0,3.003610933,0,9.047685803,0,0,0.07184890984,-7.419958593,3.968317437,-9.72815949,2.273524886
"610",0,0,0,0,4.515675933,0,4.483151115,0,9.047685803,0,0,0,-7.217076592,3.968317437,-9.169298433,2.273524886
"611",0,0,0,0,0,0,8.099119212,0,9.084691028,0,0,0,0,2.603546653,-8.977560508,0
"612",0,0,0,0,4.52989667,0,5.383527375,0,8.60007526,0,0,0,0,3.126865533,-8.239217886,0.8836303728
"613",0,0,0,0,1.459754645,0,8.099119212,0,9.084691028,0,0,-0.05104522389,0,2.603546653,-9.215241898,0
"614",0,0,0,0,9.441552643,0,0,0,0,-9.780455495,0.705939432,3.99099366,-4.268379756,8.988872685,0,0
"615",0,0,0,0,5.404679801,0,0.671308008,0,-5.086527201,0,0,5.334764737,0,-0.3245209611,-5.636562329,7.724446727
"616",0,0,0,0,5.39377183,0,0.6791893434,0,-6.527794904,0,0,5.297265381,0,-0.3245209611,-6.827155435,7.770181616
"617",0,0,0,0,5.277896002,0,0.7056898763,0,-6.895376696,0,0,5.297265381,0,-0.3245209611,-6.910416559,7.770181616
"618",0,0,0,0,5.415037738,0,1.686657623,0,-6.078107555,0,0,5.361351418,0,-0.3245209611,-7.971281067,8.582436708
"619",0,0,0,0,5.415037738,0,1.5371914,0,-6.183045801,0,0,5.361351418,0,-0.3245209611,-7.966073492,8.582436708
"620",0,0,0,0,0,0,5.37942232,0,7.991895118,0,0,0,7.19827352,2.477385919,-9.247718091,0
"621",0,0,0,0,0,0,5.301600294,0,7.684684102,0,0,0,0,2.316763529,-9.277447546,0
"622",0,0,0,0,0,0,6.409416177,0,6.958397336,0,0,0,0,3.636710586,-7.480795103,0
"623",0,0,0,0,0,0,5.238583307,0,7.514776655,0,0,0,0,2.404739337,-9.316402181,0.8635408167
"624",0,0,0,0,5.256821796,0,7.545378473,-7.05470009,0,0.06535491108,0,2.316404665,9.036531511,0,0,0
"625",0,0,0,0,0,0,9.697070316,-7.961604168,0,0,0,2.313272541,9.523967741,0,0,0
"626",0,0,0,0,0,0,8.931725926,-7.05470009,-0.4088453076,0,0,2.27685081,9.036531511,0,0,0
"627",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.342725242,0,0,0,-9.674190537,5.556997772,3.680468491
"628",0,0,0,0,9.885902385,0,0,0.07966276855,0,2.342725242,0,0,0,-9.635453719,5.49527751,4.174638859
"629",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.342725242,0,0,0,-9.381400301,5.556997772,4.783040584
"630",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.342725242,0,0,0,-9.674190537,5.49527751,4.989318483
"631",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.342725242,0,0,0,-8.706160931,5.959218907,3.82493186
"632",0,0,0,0,9.785968656,0,0,0.07966276855,0,2.342725242,0,0,0,-9.635453719,5.49527751,3.410094607
"633",0,0,0,0,9.885902385,0,0,0.07966276855,0,2.342725242,0,0,0,-8.913802407,4.793546928,2.448123865
"634",0,0,0,0,9.885902385,0,0,0.07966276855,0,2.342725242,0,0,0,-9.685404068,5.49527751,2.763876956
"635",0,0,0,0,9.885902385,0,0,0.07966276855,0,2.342725242,0,0,-4.164517027,-9.685404068,5.574102407,2.959456857
"636",0,0,0,0,9.584110796,0,0,0,0,-9.404319819,0.8326887289,4.235211154,-8.138281231,9.87773737,0,0
"637",0,0,0,0,9.920428996,0,0,0,3.225077316,2.192418661,0,0,0,-9.294290024,4.224156504,3.427881979
"638",0,0,0,0,9.559369739,0,0,0,1.912988706,2.343170245,0,0,0,-9.831903675,4.127057913,3.579723961
"639",0,0,0,0,9.706741272,0,0,0,0,3.32904557,0,0,0,-2.276496349,1.34114358,2.697890164
"640",0,0,0,0,9.70979812,0,0,0,0,8.413551537,-1.087958953,0,0,-3.138404333,1.694171266,1.246095878
"641",0,0,0,0,9.501918071,0,0,0,0,4.762431389,-0.6174508991,0,6.361696946,-1.992130802,1.34114358,0.7296330619
"642",0,0,0,0,9.818312198,0,0,0,0,9.461209298,-1.13015529,0,-8.79614236,-3.456814185,1.868490963,0.8407629707
"643",0,0,0,0,9.232675672,0,0,0,0,-9.734890355,7.012024301,4.224803655,5.996948389,0,-1.94099805,1.670770414
"644",0,0,0,0,7.598535779,0,0,0,0,-5.543463182,1.829718804,2.418587365,0,5.230031856,0,0
"645",0,0,0,0,8.273409711,0,0,0,0,-6.715848222,0.3548210072,2.715524118,0,8.885318173,0,0
"646",0,0,0,0,7.717237845,0,0,0,8.279705823,-7.433172677,0,2.923304511,-3.36806511,6.31502535,0,0
"647",0,0,0,0,7.608893948,0,0,0,0,-9.772155808,0,3.636630776,-6.981207568,7.439471422,0,0
"648",0,0,0,0,8.492581544,0,0,0,0,2.946543186,0,0,0,-9.864446058,3.602275939,0
"649",0,0,0,0,9.564656884,0,0,0,0,3.492088639,0,-0.9430160052,-9.536845174,-2.321638539,1.520321426,1.960539912
"650",0,0,0,0,9.345874749,0,0,0,0,6.704416971,-1.186215996,0,0,-2.701279876,1.547910325,1.636278613
"651",0,0,0,0,9.497841204,0,0,0,0,4.762431389,0,0,7.695201461,-1.992130802,1.34114358,0
"652",0,0,0,0,9.748361743,0,0,0,0,3.492088639,0,-0.9430160052,0,-2.680101923,1.520321426,2.34233266
"653",0,0,0,0,8.273409711,0,0,0,0,-6.715848222,0.3548210072,2.715524118,0,8.855885957,0,0
"654",0,0,0,0,7.779206509,0,0,0,0,-7.716133443,0,4.19118851,-6.797315852,6.776544611,0,0
"655",0,0,0,0,9.837886358,0,0,0,-5.911769558,6.024400571,0,0,7.515079312,-3.38653005,1.799868743,0
"656",0,0,0,0,9.793129369,0,0,0,0,2.747860649,0,0,0,-6.902999979,3.596949897,0
"657",0,0,0,0,9.912783111,0,0,0,-8.49754736,5.336938006,0,-0.8975546534,0,-9.236185391,8.042513388,0
"658",0,0,0,0,9.345874749,0,0,0,0,6.704416971,-1.186215996,1.237457878,0,-2.701279876,1.547910325,1.636278613
"659",0,0,0,0,5.149513028,0,0,0,-6.61440344,0,0.2274883872,5.455304036,0,-0.3460545813,-6.106655893,7.584198527
"660",0,0,0,0,5.353646931,0,0,0,-7.48736587,0,0,4.83806633,0,-0.2298174378,-4.684550253,6.549616403
"661",0,0,0,0,5.149513028,0,0,0,-6.61440344,0,0,5.455304036,0,-0.3460545813,-6.106655893,7.584198527
"662",0,0,0,0,6.143032326,0,0,0,-7.036285684,0,0,4.814513557,0,-0.2129591577,-4.417842523,6.522887366
"663",0,0,0,0,8.935832063,0,0,0,0,-8.995067996,0,4.256933927,0,4.987400568,0,0
"664",0,0,0,0,8.268439195,0,0,0,0,-9.165948452,2.965836956,4.238143487,4.205450182,2.83914498,0,-0.08912935967
"665",0,0,0,0,9.279166249,0,0,0,-8.911362372,-9.612848095,7.120104926,4.224803655,5.996948389,0,-2.3609117,1.670770414
"666",0,0,0,0,9.406872943,0,0,0,0,-9.404319819,0.8326887289,4.043784446,-8.450279961,9.980532177,0,0
"667",0,0,0,0,9.406872943,0,0,0,0,-9.404319819,0,4.043784446,-4.991006581,9.980532177,0,0
"668",0,0,0,0,9.779120482,0,0,0,0,8.181900334,-1.177281308,0,0,-2.660797728,1.694171266,1.25235164
"669",0,0,0,0,8.294255889,0,0,-0.02556179208,0,-6.272498987,1.062981539,2.471056038,3.835177791,4.749436609,0,0
"670",0,0,0,0,9.49276475,0,0,0,0,-8.674889674,0,3.664295881,0,8.332243746,0,0
"671",0,0,0,0,0,0,-5.514813117,7.537108061,9.710540256,0,7.377229165,-6.132596392,0,0,9.173434906,-2.642856116
"672",0,0,0,0,7.87049399,0,-8.472849756,6.034163586,0.6378607365,0,4.857499174,-4.102732809,-9.646887457,0,3.9063225,-3.030493903
"673",0,0,0,0,0,0,-3.024549773,1.500574125,9.484840651,0,0,0,0,0,3.336241568,0
"674",0,0,0,0,7.627344468,0,-7.041808068,4.676358005,0,0,4.864853409,-4.103168044,-9.397742175,0,3.9063225,-3.036616358
"675",0,0,0,0,9.367029297,0,0,2.692272339,0,5.744024374,0,-7.828882974,7.245830159,0,0,0
"676",0,0,0,0,0,0,-5.128844513,4.493267236,-7.722562725,0,0,0.7233877894,-3.345560789,0,7.316884018,0
"677",0,0,0,0,0,0,-5.144456699,3.994823319,-8.100321297,0,0,0.7312184643,-7.904875892,0,4.991594093,0.5940123018
"678",0,0,0,0,0,0,-5.930064564,4.852309545,-7.946586108,0,0,0.7312184643,-3.449981245,0,9.402549888,0
"679",0,0,0,0,9.818312198,0,0,0,0,9.459087214,-1.13015529,0,0,-3.223365609,1.757153104,0.8407629707
"680",0,0,0,0,8.103790455,0,-0.004788757378,0,3.58420641,-8.282855206,0.5615130123,2.06996973,5.462633147,6.065371601,0,0
"681",0,0,0,0,9.979915591,0,0,0,0,4.613562051,0,0,0,-3.032313603,1.799868743,0
"682",0,0,0,0,9.853988773,0,0,0,0,2.755127754,0,0,0,-3.458343336,2.022351943,0
"683",0,0,0,0,5.149513028,0,-0.7450849606,0,-6.61440344,0,0.3466973517,5.455304036,0,-0.3460545813,-6.106655893,7.584198527
"684",0,0,0,0,5.092494458,0,0,0,-7.48736587,0,0,4.83806633,0,-0.2298174378,-4.684550253,6.549616403
"685",0,0,0,0,4.911402149,0,0,0,-7.721610241,0,0,5.188737586,0,-0.3294343946,-5.237422467,6.561458909
"686",0,0,0,0,5.149513028,0,0,0,-6.61440344,0,0,5.455304036,0,-0.3460545813,-6.106655893,7.584198527
"687",0,0,0,0,9.762883319,0,0,2.453347724,0,5.782518533,0,-9.902385525,6.830913589,0,0,0
"688",0,0,0,0,9.511790002,0,3.957976062,0,6.854779353,0,0,0,0,3.64057629,-7.734776576,0
"689",0,0,0,0,0,-0.3209729239,9.296731833,0,9.550634487,0,0,-0.05104522389,0,2.993236512,-8.323148042,0
"690",0,0,0,0,3.326624707,-2.898455688,0,0,0,-1.999143277,6.914214004,-6.062375607,-8.984355698,0,6.055927093,-3.577957896
"691",0,0,0,0,5.029166986,-2.59413868,0,8.41712871,0,5.037654851,0.5989857589,-7.482657641,9.756479928,0,0,0
"692",0,0,0,0,9.803152214,-0.07182181897,0,0,0,6.635432156,-1.228831263,0,0,-2.577518873,1.529978927,2.684777583
"693",0,0,0,0,9.985194943,-0.07182181897,0,0,0,6.704416971,-1.185181213,0,0,-2.701279876,1.547910325,1.636278613
"694",0,0,0,0,9.859067588,0,0,0,0,6.462838064,-1.228831263,0,0,-2.701279876,1.547910325,2.07986636
"695",0,0,0,0,9.859067588,0,0,0,-3.890754435,6.635432156,-1.228831263,0.8413515316,0,-2.577518873,1.529978927,2.07986636
"696",0,0,0,0,0,-6.680411536,-5.300285829,4.875092758,9.099923045,-4.863191615,2.045100152,0,9.696010159,0,4.462860569,0.4898518366
"697",0,0,0,0,7.751555765,-0.3673033643,0,0,-6.307896905,0,0,4.608521105,0,-0.2129591577,-4.476860814,6.59369632
"698",0,0,0,0,0,1.568283116,1.292957941,-5.319880199,6.7194224,0,0,2.987483404,9.609236906,-1.809251998,0,0
"699",0,0,0,0,0,2.714699006,2.98779391,-4.820610978,0,0,0,2.584059539,9.059698378,0,0,0
"700",0,0,0,0,0,0.7857935016,6.575651538,-6.253401322,0,0,0,2.444939202,9.887219693,0,0,0
"701",0,0,0,0,0,3.493519162,1.417228548,-6.844824765,0,-3.698642924,0,6.941046684,9.123406772,0,0,0
"702",0,0,0,0,0,3.493519162,1.384934629,-6.774801975,0,-3.673952717,0,6.919361299,9.123406772,0,0,0
"703",0,0,0,0,0,3.493519162,1.15957724,-6.701669649,0,-2.704855119,0,6.90919406,9.037883508,0,0,0
"704",0,0,0,0,0,9.43105806,0,-7.513027148,-8.883198335,0,0.2683654004,0.7977626134,-6.507223372,8.682762631,0,-3.533037513
"705",0,0,0,0,0,0,-5.514813117,7.525088064,9.821183813,0,7.377229165,-5.93392651,0,0,9.166154006,-2.339771516
"706",0,0,0,0,0,0.5115064757,-5.609290975,9.599434636,9.701841175,0,0,0.02698576004,6.979149737,0,4.399988698,-4.097928603
"707",0,0,0,0,0,0.6430085098,-6.21142499,9.009532797,9.932531194,0,0,0,0,0,6.447281437,-5.404364879
"708",0,0,0,0,0,0.8855297702,-4.574113928,9.0697169,9.715148268,0,0,0.03610800289,-5.050582883,0,4.399988698,-3.353503154
"709",0,0,0,0,0,3.474061308,-6.874117159,3.074688939,8.953753975,0,0,0,0,0,2.953849905,0
"710",0,0,0,0,0,1.39288419,-5.512769233,2.656481986,9.234313612,0,0,0,0,0,2.746613243,0
"711",0,0,0,0,0,0.5937757881,-6.346303418,8.920080939,9.667690061,0,0,0,0,0.06510603246,6.721230642,-5.78029876
"712",0,0,0,0,0,2.367160779,-4.943194877,2.953321202,9.906231573,0,0,0,0,0,2.966747232,0
"713",0,0,0,0,0,0.5937757881,-6.346303418,8.920080939,9.793532711,0,0,0,0,0.06510603246,6.73189252,-5.78029876
"714",0,0,0,0,0,0,-3.317374046,2.038539569,9.834372149,0,0,0,0,0,4.273324688,0
"715",0,0,0,0,0,1.77487216,-5.465822979,3.095752908,9.704921347,0,0,0,-0.01577973957,-0.4667609957,5.183638363,-0.7382857254
"716",0,0,0,0,0,4.063168705,-5.863332813,3.090026417,9.626267743,0,0,0,0,0,2.953849905,0
"717",0,0,0,0,0,0.8237236991,-7.878751838,5.179065812,0,0,4.868081838,-4.083039986,-9.817707512,0,3.891453247,-3.014578344
"718",0,0,0,0,0,0.7238756738,-4.132390017,2.843194481,-8.990869472,0,0,0.7312184643,-7.961799258,0,4.883870371,0.9758460516
"719",0,0,0,0,0,0,-5.19592153,4.493267236,-7.813091771,0,0,0.7233877894,-8.725767279,0,7.311691919,0
"720",0,0,0,0,0,9.758523053,-2.996488829,-6.682027699,4.1459254,0,1.697006804,-1.956441499,-9.900284951,9.739854713,0,-0.6690198527
"721",0,0,0,0,0,0,4.725505239,0,7.78528805,0,0,0,3.872061381,2.603583852,-9.715700242,0
"722",0,0,0,0,0,0,4.725505239,0,7.78528805,0,0,0,0,2.603583852,-9.492840779,0
"723",0,0,0,0,0,0,3.881829769,0,9.475761355,0,0,0,0,6.588125829,-7.778729992,0
"724",0,0,0,0,0,0,5.4037883,0,7.771806529,0,0,0,0,3.562557046,-5.957372587,0
"725",0,0,0,0,0,0,8.099119212,0,9.362642556,0,0,-0.05104522389,0,2.725269665,-9.215241898,0
"726",0,0,0,0,0,0,8.65339147,0,9.096154533,0,0,-0.05104522389,0,2.603546653,-9.182917602,0
"727",0,0,0,0,0,0,3.990227861,0,9.459796024,0,0,0,0,6.404396106,-8.563855322,0.4232861226
"728",0,0,0,0,0,0,4.893996154,0,7.602356013,0,0,0,0,2.316763529,-9.811140171,1.386088594
"729",0,0,0,0,0,0,4.910119626,0,7.602356013,0,0,0,0,2.316763529,-9.565032343,0
"730",0,0,0,0,0,0,4.910119626,0,7.602356013,0,0,0,0,2.316763529,-9.565032343,0
"731",0,0,0,0,0,0,9.697070316,-7.961604168,0,0,0,2.313272541,9.523967741,0,0,0
"732",0,0,0,0,0,0,0,6.503821923,0,4.510531797,0,-7.479200499,8.26880393,0,0,0
"733",0,0,0,0,0,0,0,5.064145672,0,5.198136822,0,-5.587972642,8.381898596,0,0,0
"734",0,0,0,0,0,0,-3.549400649,2.230416562,9.860074026,0,0,0,5.984625477,0,2.25023,0
"735",0,0,0,0,0,0,-5.514813117,7.537108061,9.710540256,0,7.377229165,-6.062894838,0,0,9.396385282,-2.83027555
"736",0,0,0,0,0,0,-5.514813117,7.525088064,9.821183813,0,7.377229165,-5.93392651,0,0,9.166154006,-2.339771516
"737",0,0,0,0,0,0,-3.511738953,1.897516295,9.860074026,0,0,0,4.384568642,0,2.824384608,0
"738",0,0,0,0,0,0,-9.561998001,6.674508441,9.171770886,0,0,0,-2.44179333,-0.2231377059,6.048496672,-0.4074191016
"739",0,0,0,0,0,0,-5.074574671,3.802944682,0,0,4.864853409,-4.094708461,-9.318992629,0,3.891453247,-3.025045959
"740",0,0,0,0,0,0,-5.58753011,4.503421041,-7.961459599,0,0,0.7312184643,0,0,9.125408474,0
"741",0,0,0,0,0,0,-5.253767746,4.345802871,-8.121277183,0,0,0.7312184643,0,0,6.688264991,0
"742",0,0,0,0,0,0,-5.19592153,4.469479871,-7.931983223,0,0,0.7233877894,-6.218170886,0,7.669668658,0
"743",0,0,0,0,0,-0.5876676215,6.305672377,-9.669297637,0,0,0,3.337363907,9.60147261,0,0,0
"744",0,0,0,0,0,0,-9.561998001,6.721791274,9.34228659,0,0,0,-8.159150942,-0.2231377059,6.048496672,0
"745",0,0,0,0,-1.128635765,0.3893274849,5.761559833,0,6.990361256,0,0.01215540323,0,0,5.313863064,-9.335542556,0.05885189754
"746",0,0,0,0,0,0.3893274849,5.761559833,0,6.990361256,0,0,0,0,5.313863064,-9.899204405,0
"747",0,0,0,0,0,0.7857935016,6.575651538,-6.253401322,0,0.06810742259,0,2.444939202,9.924149773,0,0,0
"748",0,0,0,0,-7.762652672,0.1469811511,7.349019376,-3.864265867,7.622585553,0,2.813158345,-1.291299324,7.314762809,0,5.557551487,-3.083944539
"749",0,0,0,0,0,0,9.582273448,-9.730565807,0,0,0,2.522728157,9.524599037,0,0.02195870722,0
"750",0,0,0,0,0,0.9668913211,1.404187055,-5.184627648,7.953209665,0,0,2.141719005,9.927461081,-1.841940897,0,0
"751",0,0,0,0,-9.841348457,3.178417219,1.404187055,-5.516883299,8.336609694,0,0,1.613792732,9.927461081,-1.428907875,0,0
"752",0,0,0,0,-8.00301999,1.23417677,7.572042657,-7.529382341,0,0,0,2.444939202,9.654622434,0,0,0
"753",0,0,0,0,0,1.082788031,9.195086722,-9.538728118,0,0,0,2.522728157,9.575685739,0,0,0
"754",0,0,0,0,0,1.619148048,6.763646235,-6.972326113,0,0,0,2.45121101,9.523967741,0,0,0
"755",0,0,0,0,-8.046333985,4.625264438,7.431765145,-9.877657767,0,0,0,2.372844183,9.036531511,0,0,0
